Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total.1
28-FEB-2023|OMED|EQUITY|27058850000.0|196|698100|1721257700|0|0|957344400|10449900|0|0|0|2689750100|0|23588600|251478450|28166000|600600|1410777|0|0|1063855473|1369099900
28-FEB-2023|OMRE|EQUITY|2945211000.0|650|0|1524261650|0|10000|5683086|0|500|0|0|1529955236|0|1311247472|0|1089495|69400|0|6600|0|0|1312412967
28-FEB-2023|OPMS|EQUITY|1000000000.0|71|0|198409000|0|0|195328700|0|0|0|5959200|399696900|0|0|0|29400|196100|0|77000|0|600|303100
28-FEB-2023|PACK|EQUITY|1537546000.0|106|0|64842700|0|0|241796200|0|123600|0|0|306762500|0|0|0|100|1237400|0|0|0|0|1237500
28-FEB-2023|PADA|EQUITY|3150000000.0|115|0|119015600|0|0|780352900|0|0|0|0|899368500|0|0|0|209800|421700|0|0|0|0|631500
28-FEB-2023|PADI|EQUITY|11307246524.0|50|70776129|1257680646|255830|0|8778532403|784335463|59009260|30057144|283379654|11264026529|0|6891460|0|231300|9959275|0|80|0|7880|17089995
28-FEB-2023|PAFI|EQUITY|1611067000.0|0|0|5128500|0|0|306000|0|1000|0|0|5435500|0|98589490|0|0|0|0|0|0|0|98589490
28-FEB-2023|PALM|EQUITY|7119540356.0|695|1287500|4999320220|0|0|1767044178|0|500500|0|0|6768152398|0|18159400|0|4415242|272483964|0|830800|0|55498552|351387958
28-FEB-2023|PAMG|EQUITY|3125000000.0|57|0|130137700|0|0|2873939400|0|0|0|0|3004077100|0|0|0|100|167200|0|20755600|0|0|20922900
28-FEB-2023|PANI|EQUITY|13530000000.0|1190|0|11956752944|0|0|523405656|0|0|0|0|12480158600|0|543582100|0|2279600|674900|0|503304800|0|0|1049841400
28-FEB-2023|PANR|EQUITY|1200000000.0|530|0|803312500|0|0|387001500|0|1100000|0|0|1191414000|0|0|0|7148900|537000|0|100|0|900000|8586000
28-FEB-2023|PANS|EQUITY|720000000.0|1880|0|237070650|0|51200000|218914566|27027560|8573042|0|0|542785818|0|618900|0|9658682|263900|6845600|1828800|0|398300|19614182
28-FEB-2023|PBID|EQUITY|1875000000.0|1580|0|1403164700|0|0|468953900|0|0|100|0|1872118700|0|252337|516400|263900|14000|93500|1192600|374000|174563|2881300
28-FEB-2023|PBRX|EQUITY|21482028246.0|57|69800|7988406755|15100|0|7399385854|36843400|58552286|285200|205000102|15688558497|0|3870677200|0|1314850364|484593795|99480000|7124300|0|90|5776725749
28-FEB-2023|PBSA|EQUITY|3000000000.0|310|0|2685268500|4195200|0|76601000|0|0|0|0|2766064700|0|0|0|211229100|100|0|22706100|0|0|233935300
28-FEB-2023|PCAR|EQUITY|1166666700.0|63|293285543|131437900|9505000|0|90591600|442637300|17994600|0|181171357|1166623300|0|0|0|25600|6000|0|11800|0|0|43400
28-FEB-2023|PDES|EQUITY|715000000.0|300|0|659509500|0|0|52390700|0|0|0|3049500|714949700|0|0|0|100|50200|0|0|0|0|50300
28-FEB-2023|PDPP|EQUITY|2500000000.0|199|0|645800|20300|0|1497861400|0|0|100|0|1498527600|0|0|0|1410200|1000062200|0|0|0|0|1001472400
28-FEB-2023|PEGE|EQUITY|2833417056.0|565|0|1052700100|0|0|1455191806|1079400|0|1500000|278700|2510750006|0|0|0|320817100|1148500|0|0|0|701400|322667000
28-FEB-2023|PEHA|EQUITY|840000000.0|700|0|476923560|0|0|335713040|0|0|100|371100|813007800|0|0|0|100|38300|0|25200|0|0|63600
28-FEB-2023|PEVE|EQUITY|1765625000.0|195|0|505964500|0|0|131437600|0|0|0|0|637402100|0|0|0|100|722800|0|0|0|0|722900
28-FEB-2023|PGAS|EQUITY|24241508196.0|1565|1896981016|107028200|172697200|2500000|2029989895|953010029|94867855|31515400|1016000|5289605595|50271226|537285597|761622849|602957499|8080300|1082811803|369855976|81011960|1648835135|5142732345
28-FEB-2023|PGEO|EQUITY|41396142000.0|800|492880400|2106227100|45954400|0|337582300|310555800|0|7594300|1671600|3302465900|10972200|6333131071|88250|104929441|12473800|330573876|18272900|0|237092562|7047534100
28-FEB-2023|PGJO|EQUITY|765259095.0|70|0|372062800|0|0|338651445|0|0|0|0|710714245|0|100000|0|100|1000|0|225000|0|0|326100
28-FEB-2023|PGLI|EQUITY|488000000.0|266|0|263306613|0|0|222568987|0|2099500|0|0|487975100|0|0|0|24700|200|0|0|0|0|24900
28-FEB-2023|PGUN|EQUITY|5737848882.0|950|0|895164100|0|0|4773000|0|0|0|0|899937100|0|0|0|12000|50900|0|0|0|0|62900
28-FEB-2023|PICO|EQUITY|568375000.0|224|0|389037003|0|0|156753775|0|5519000|0|6000|551315778|0|70000|0|882800|136122|879500|9039300|0|0|11007722
28-FEB-2023|PJAA|EQUITY|1599999998.0|680|0|10414600|0|0|92266400|8704500|10000|0|10198200|121593700|0|4740600|0|10248000|9110600|0|3262300|0|11044800|38406300
28-FEB-2023|PKPK|EQUITY|600000000.0|320|0|319855762|0|0|271652038|0|500|0|0|591508300|0|0|0|100|129200|0|3500000|0|4862400|8491700
28-FEB-2023|PLAN|EQUITY|892863180.0|26|0|400|0|0|257893680|0|200300|500|0|258094880|0|9639400|0|100|110800|0|18000|0|0|9768300
28-FEB-2023|PLAS|EQUITY|1184200000.0|50|856800|469224491|0|13923300|203103895|199701689|28583000|0|35062335|950455510|0|0|0|10800140|7250|10000000|102743600|0|110193000|233743990
28-FEB-2023|PLIN|EQUITY|3550000000.0|2050|35073700|3455971100|0|54900|29340100|0|3483500|0|0|3523923300|0|500|0|1008000|24400|342300|3355600|0|795900|5526700
28-FEB-2023|PMJS|EQUITY|13755600000.0|156|286114000|409900000|0|0|334492100|0|0|0|0|1030506100|0|4676904000|0|1034100|168400|0|5400|0|0|4678111900
28-FEB-2023|PMMP|EQUITY|2353000000.0|352|0|1233043664|0|0|1106709336|110000|506000|0|0|2340369000|0|91800|0|9094400|363000|1296200|0|0|1785600|12631000
28-FEB-2023|PNBN|EQUITY|24087645998.0|1445|161099508|786245548|151684501|6170234|1380827022|364473334|83542239|883996|171|2934926553|529637|9396763822|27641073|67470046|24617002|118332503|91199683|0|211680281|9938234047
28-FEB-2023|PNBS|EQUITY|38813641319.0|65|0|38225300|4590200|5882980781|2831575665|74|19123066|500100|216500|8777211686|0|0|0|6920468671|7711700|0|904800|0|0|6929085171
28-FEB-2023|PNGO|EQUITY|781250000.0|1300|0|0|0|0|781026000|0|0|0|0|781026000|0|0|0|100|223900|0|0|0|0|224000
28-FEB-2023|PNIN|EQUITY|4068323920.0|1300|962300|43728040|246206842|0|902398254|5506800|252065|36960|37000|1199128261|0|1317500|9866204|32798117|15848270|19915974|78314155|2254800|286721427|447036447
28-FEB-2023|PNLF|EQUITY|32022073293.0|398|504211800|5179261580|104799364|1000000|4306172885|1867898205|50539556|7209064|82800|12021175254|12478444|170019738|244839846|916268930|27434800|808877683|432448861|30819900|450932525|3094120727
28-FEB-2023|PNSE|EQUITY|797813496.0|422|0|647129280|0|89990|140096771|0|46848|0|0|787362889|0|0|0|100|322015|0|5856768|0|1013520|7192403
28-FEB-2023|POLA|EQUITY|3351075300.0|64|256228000|400100|0|0|163911000|224528900|0|0|147721000|792789000|0|0|0|200|46500|0|0|0|0|46700
28-FEB-2023|POLI|EQUITY|2010526400.0|795|0|462559300|0|0|1149285200|0|0|0|0|1611844500|0|0|0|8300|0|0|397673600|0|0|397681900
28-FEB-2023|POLL|EQUITY|8318823600.0|187|0|6501672500|0|0|50502200|0|379|0|0|6552175079|0|3491200|123100|504411789|2800|2497100|1184332190|0|790342|1695648521
28-FEB-2023|POLU|EQUITY|750000000.0|264|0|186500|0|0|1308800|0|0|0|0|1495300|0|0|0|100|5100|0|148499500|0|0|148504700
28-FEB-2023|POLY|EQUITY|2313113365.0|52|18|71935645|23010200|0|603958439|0|355578|100000|193000|699552880|0|1506367807|0|22203727|9733150|0|5569514|0|680374|1544554572
28-FEB-2023|POOL|EQUITY|2341366264.0|50|174261500|177312007|11884500|0|855010389|297788000|90221521|800000|638569024|2245846941|126800|20838979|264200|14232700|61300|23209200|8941700|0|5546900|73221779
28-FEB-2023|PORT|EQUITY|2813941985.0|990|0|2237213385|0|0|1073000|0|0|0|0|2238286385|0|242391600|0|148234500|0|0|184997300|0|32200|575655600
28-FEB-2023|POSA|EQUITY|8388870206.0|50|109824293|3050140700|182179|0|700760803|802662731|997624500|100000|82601200|5743896406|0|650000|0|500000|4953800|0|0|0|0|6103800
28-FEB-2023|POWR|EQUITY|16087156000.0|680|14139900|427367390|16640000|6000000|912694443|63104400|8227628|0|41000|1448214761|0|248464200|10259552|294996767|86216200|501718100|22952700|0|10189100|1174796619
28-FEB-2023|PPGL|EQUITY|771178020.0|131|0|0|0|0|770552120|0|0|0|0|770552120|0|0|0|100|125800|0|0|0|0|125900
28-FEB-2023|PPRE|EQUITY|10224271000.0|110|391343400|193447406|12827900|23600000|1002952167|80242300|10022400|2500000|619321327|2336256900|0|125000|0|100|1341400|12490700|1006900|0|0|14964100
28-FEB-2023|PPRO|EQUITY|61675671883.0|50|8148191206|60791017|276239500|0|11138962656|1296397211|283036566|87768800|141319356|21432706312|35|3|0|110943701|15533997|3422382|7578248|0|2200085|139678451
28-FEB-2023|PRAS|EQUITY|701043478.0|138|0|842000|0|0|33254300|0|44000|0|0|34140300|0|0|0|20800|309100|0|100|0|0|330000
28-FEB-2023|PRAY|EQUITY|13959422300.0|800|0|8932478243|20000|0|187215000|0|0|0|0|9119713243|0|4180791924|0|658884933|32200|0|0|0|0|4839709057
28-FEB-2023|PRDA|EQUITY|937500000.0|5850|32195800|8845000|2013700|2000|38457351|36212300|800669|3800|60000|118590620|0|2028824|351400|58374735|2184700|39564654|8744859|706700|144453508|256409380
28-FEB-2023|PRIM|EQUITY|3393434905.0|155|0|159696200|0|0|138068305|44558600|577000|300|848183800|1191084205|0|10000000|0|43100|227200|0|400|0|0|10270700
28-FEB-2023|PSAB|EQUITY|26460000000.0|105|0|13684500|200000|0|26329914000|3400|45953815|20000|100000|26389875715|0|1300|0|63909400|3135500|0|2578000|0|500085|70124285
28-FEB-2023|PSDN|EQUITY|1440000000.0|58|0|14684200|0|15000|159919318|0|973447|0|0|175591965|0|0|0|33700|1643100|0|424400|0|0|2101200
28-FEB-2023|PSGO|EQUITY|18850000000.0|147|0|7038800|0|0|109419400|0|0|0|0|116458200|0|0|0|1833050400|500135700|0|355700|0|400000000|2733541800
28-FEB-2023|PSKT|EQUITY|10351231636.0|63|1100000|5692762948|0|0|4458006538|67914600|0|0|0|10219784086|0|2600000|0|507400|327600|0|119328550|0|0|122763550
28-FEB-2023|PSSI|EQUITY|5417063153.0|640|0|2960192200|0|0|91139354|724900|267|0|0|3052056721|0|2321543999|6608033|2113100|20599800|4287600|0|1122800|8731100|2365006432
28-FEB-2023|PTBA|EQUITY|11520659250.0|3860|450370849|247647609|77917289|4400000|1175088800|216925792|322749659|7557900|516700|2503174598|17563051|61115769|296108495|144773443|3448907|418830671|122391795|16019093|301890928|1382142152
28-FEB-2023|PTDU|EQUITY|1500000000.0|52|0|213010|0|0|390030009|0|0|100|0|390243119|0|81|0|600|9756200|0|0|0|0|9756881
28-FEB-2023|PTIS|EQUITY|550165300.0|240|12675100|5550000|0|0|18614000|325000|0|0|0|37164100|0|0|0|609600|30572600|0|24940800|0|6712900|62835900
28-FEB-2023|PTPP|EQUITY|6199897354.0|640|420245921|130717636|104428487|3500000|1641444630|112990254|53876828|38414256|2312192|2507930204|3560263|22896702|151156932|51976843|6024531|145613737|60893218|0|87897088|530019314
28-FEB-2023|PTPW|EQUITY|878187500.0|935|0|171756500|0|0|3871100|0|0|0|0|175627600|0|0|0|8700|1200|0|0|0|0|9900
28-FEB-2023|PTRA|EQUITY|294443500.0|0|20|15877735|93175|0|83973538|0|466596|0|1382150|101793214|0|2622680|0|403350|349208|0|50100|0|0|3425338
28-FEB-2023|PTRO|EQUITY|1008605000.0|4870|25000|924591257|0|21000|52966732|13124700|278330|0|6500|991013519|0|231038|1590200|461410|398800|0|574694|796300|4027439|8079881
28-FEB-2023|PTSN|EQUITY|5314344000.0|190|0|0|0|0|237001174|0|5000|200000|0|237206174|0|1323876300|0|300100|18935026|0|10846400|0|3000000|1356957826
28-FEB-2023|PTSP|EQUITY|220808000.0|2090|9972500|83527466|0|0|991200|0|0|0|779700|95270866|0|22020000|0|99287534|6000|0|35200|0|3929000|125277734
28-FEB-2023|PUDP|EQUITY|329560000.0|372|216197|154196979|0|941|169475175|0|1921|0|0|323891213|0|0|0|10500|9415|0|2035252|0|1498020|3553187
28-FEB-2023|PURA|EQUITY|6301930902.0|50|0|2730843680|0|0|3567838222|0|0|0|100|6298682002|0|0|0|400100|2548800|0|300000|0|0|3248900
28-FEB-2023|PURE|EQUITY|1375181505.0|51|485600|376931830|650000|0|842628448|0|149100027|400000|3747800|1373943705|0|100|0|30000|817200|0|390500|0|0|1237800
28-FEB-2023|PURI|EQUITY|1000000000.0|286|0|0|0|0|121422300|0|0|0|0|121422300|0|0|0|958000|77614700|0|5000|0|0|78577700
28-FEB-2023|PWON|EQUITY|48159602400.0|462|1002265350|8391061428|187242815|80600|1136976617|851661190|6503434|48052100|1200|11623844734|166939100|318384312|2015216825|917830081|7799100|6086914891|532714992|18262077|1565910024|11629971402
28-FEB-2023|PYFA|EQUITY|535080000.0|900|17642800|44495200|0|0|83700120|7911600|122728960|0|0|276478680|0|216682206|0|40019802|532300|0|1306500|0|0|258540808
28-FEB-2023|PZZA|EQUITY|3021875000.0|550|4545500|1998337650|0|0|108767200|0|1265119|1274000|0|2114189469|0|214264900|0|333319208|1985400|161608892|145291450|0|51215681|907685531
28-FEB-2023|RAFI|EQUITY|3128103422.0|80|0|4982500|0|0|934723472|0|0|0|0|939705972|0|0|0|488900|7908500|0|0|0|0|8397400
28-FEB-2023|RAJA|EQUITY|4227082500.0|880|17197800|2105080776|185000|0|1837754624|113985500|271200|1063800|0|4075538700|0|2900100|0|37512600|1504800|618900|6005500|0|103001400|151543300
28-FEB-2023|RALS|EQUITY|7096000000.0|665|138679800|1130642340|23280500|6320|698378403|1781570|760252|36963100|1600400|2032092685|46|17076484|83389017|35741332|2488000|147121508|62513999|0|490518189|838848575
28-FEB-2023|RANC|EQUITY|1564487500.0|790|300000|1497889725|0|0|63336775|0|500|0|0|1561527000|0|0|0|66000|363900|2049000|481600|0|0|2960500
28-FEB-2023|RBMS|EQUITY|2656212826.0|50|124303000|69401701|248500|0|2242663848|157670300|10038177|1659200|47476000|2653460726|0|0|0|15200|1142400|0|0|0|0|1157600
28-FEB-2023|RCCC|EQUITY|750000000.0|134|0|584400000|0|0|164411200|0|0|0|0|748811200|0|0|0|100|1188700|0|0|0|0|1188800
28-FEB-2023|RDTX|EQUITY|268800000.0|10100|17900|39451912|0|3044|228738272|0|1250|0|0|268212378|0|0|0|1700|1200|261400|22000|0|0|286300
28-FEB-2023|REAL|EQUITY|6633610151.0|50|0|893203100|0|0|2028758151|0|203000|500|0|2922164751|0|2496600|0|344900|1363700|0|454600200|0|0|458805400
28-FEB-2023|RELI|EQUITY|1800000000.0|510|0|1738185545|0|0|61785355|0|0|0|0|1799970900|0|8300|0|100|0|0|20700|0|0|29100
28-FEB-2023|RICY|EQUITY|641717510.0|83|0|3930600|0|0|239274410|0|0|0|0|243205010|0|0|0|19642100|34633300|0|1100000|0|0|55375400
28-FEB-2023|RIGS|EQUITY|609130000.0|494|0|491427830|0|0|83929950|0|555000|0|0|575912780|0|20000|0|8904700|372100|0|21609000|0|170|30905970
28-FEB-2023|RIMO|EQUITY|45080600000.0|50|4017389622|5665606366|28235886|150000|4873421651|11101196533|1471678740|5015742|8493651771|35656346311|2228700|2529188361|23294100|5271036339|8761162|190521500|161760100|0|235702041|8422492303
28-FEB-2023|RISE|EQUITY|10945000000.0|945|0|2491899700|0|0|6952600|0|398|0|0|2498852698|0|0|0|1146241|1000|0|0|0|61|1147302
28-FEB-2023|RMBA|EQUITY|36401136250.0|306|0|1881144|0|0|3937129|0|2477|500|0|5821250|0|36385995701|0|500036|0|0|961860|0|0|36387457597
28-FEB-2023|RMKE|EQUITY|4375000000.0|745|12233000|10339400|2538300|0|674041300|100188100|1000|0|0|799341100|0|461700|12836470|9461000|293300|8059129|18|7483300|37063983|75658900
28-FEB-2023|ROCK|EQUITY|1435185100.0|276|0|469300|0|0|777416598|0|0|0|0|777885898|0|0|0|100|0|0|0|0|284151000|284151100
28-FEB-2023|RODA|EQUITY|13592128209.0|57|76910732|14786335|5012495|0|12540114966|24016176|10464677|251919|78|12671557378|0|0|0|47300|241519431|0|103000|0|678901100|920570831
28-FEB-2023|RONY|EQUITY|1250000000.0|800|0|0|0|0|7500000|0|0|0|0|7500000|0|0|0|0|0|0|0|0|242500000|242500000
28-FEB-2023|ROTI|EQUITY|6186488888.0|1535|13086000|2078402200|280900|0|32104528|14285888|935|3751000|88|2141911539|0|3104455611|14997050|147116959|214399|13864173|24408991|302700|105789439|3411149322
28-FEB-2023|RSGK|EQUITY|929675000.0|1090|0|873452640|0|0|18022300|0|35987960|0|0|927462900|0|0|0|2177900|34200|0|0|0|0|2212100
28-FEB-2023|RUIS|EQUITY|770000000.0|200|0|254330150|0|0|313810500|0|3930275|0|0|572070925|0|60200|2153000|4452960|269900|0|121850200|2491800|2499015|133777075
28-FEB-2023|RUNS|EQUITY|983557875.0|140|0|4513900|0|0|447722375|16058400|1500|0|0|468296175|0|0|0|1310100|175100|0|762200|0|0|2247400
28-FEB-2023|RYAN|EQUITY|550060000.0|0|0|473884000|0|0|26100500|0|5872500|0|45000|505902000|0|0|0|0|0|0|43863000|0|0|43863000
28-FEB-2023|SAFE|EQUITY|615145012.0|202|0|556277242|0|127244|20230937|0|516073|0|0|577151496|0|17832|0|1142572|144100|0|7303688|0|7405327|16013519
28-FEB-2023|SAME|EQUITY|17129632545.0|282|460631584|15126726105|25232134|0|1244960267|169114127|64942711|1197000|0|17092803928|0|878300|835100|13655762|1654157|5837600|12223959|0|1743739|36828617
28-FEB-2023|SAMF|EQUITY|5125000000.0|450|0|591187400|0|0|180255400|0|0|0|0|771442800|0|0|0|8100|918100|0|2631000|0|0|3557200
28-FEB-2023|SAPX|EQUITY|833333300.0|750|0|398000000|0|0|21493800|0|0|0|0|419493800|0|370833300|0|41448800|13700|0|1543700|0|0|413839500
28-FEB-2023|SATU|EQUITY|1375000000.0|65|0|9|450000|0|660594691|16737000|0|0|111967100|789748800|0|0|0|100|1100|0|4000000|0|0|4001200
28-FEB-2023|SBAT|EQUITY|4752982878.0|50|0|1066298086|0|0|2530801831|0|20|0|0|3597099937|0|0|0|100|2378420|0|0|0|0|2378520
28-FEB-2023|SBMA|EQUITY|929926282.0|167|0|140000|0|0|276821764|0|118|0|0|276961882|0|0|0|16100|311600|0|2636700|0|0|2964400
28-FEB-2023|SCCO|EQUITY|205583400.0|8600|520000|16562352|0|11700|7669000|6363800|910681|0|348000|32385533|0|200|0|729900|1700|129336|527300|0|64800|1453236
28-FEB-2023|SCMA|EQUITY|73970569505.0|216|1869291420|56587172820|358537380|0|4156377665|1863623702|41136980|94606700|3300000|64974046667|68427890|178938155|526351789|545401131|39322810|3793958382|1307651183|6078000|2530392298|8996521638
28-FEB-2023|SCNP|EQUITY|2500000000.0|248|0|16483700|0|0|94734700|0|0|0|0|111218400|0|0|0|31500|100|388750000|0|0|0|388781600
28-FEB-2023|SCPI|EQUITY|3600000.0|29000|0|50|0|0|5214|0|0|0|0|5264|0|3556336|0|0|0|0|0|0|0|3556336
28-FEB-2023|SDMU|EQUITY|1135225000.0|62|205000000|11075225|309100|0|512067200|400|75|0|0|728452000|0|0|0|970450|15990050|0|0|0|0|16960500
28-FEB-2023|SDPC|EQUITY|1274000000.0|264|42962830|189522870|0|750|92018800|0|700|0|0|324505950|0|935541534|0|9660400|172000|0|11085|0|0|945385019
28-FEB-2023|SDRA|EQUITY|8568234364.0|585|0|978816127|0|139639538|208600232|0|2520|150|0|1327058567|0|13937100|0|7214844831|247346|0|265700|0|8685000|7237979977
28-FEB-2023|SEMA|EQUITY|1347258842.0|131|0|800000|15000|0|433573142|0|100|0|0|434388242|0|0|0|100|2910800|0|0|6309600|3650100|12870600
28-FEB-2023|SFAN|EQUITY|1359934021.0|1815|0|1102890970|0|0|122803821|0|0|0|278600|1225973391|0|0|0|122900|0|0|0|0|0|122900
28-FEB-2023|SGER|EQUITY|3727301785.0|525|0|515794574|0|0|364865194|0|36950925|0|185583493|1103194186|31300|40181472|649647|383130|286480|419102|410|138431|1817630|43907602
28-FEB-2023|SGRO|EQUITY|1818622000.0|2160|76244500|240278500|3193600|0|72806268|1569200|13729|50000|0|394155797|0|1357780757|573300|46288085|211000|11401341|5809869|0|2001851|1424066203
28-FEB-2023|SHID|EQUITY|1119326168.0|2410|6581200|937828548|1365000|6660|118351360|30996600|21640|20|0|1095151028|0|1300|0|2814200|3500|0|9700|0|0|2828700
28-FEB-2023|SHIP|EQUITY|2719790000.0|1025|0|2574343000|0|0|27503200|0|2000|0|0|2601848200|0|45000|0|98000|631200|261900|127000|0|116778700|117941800
28-FEB-2023|SIAP|EQUITY|24000000000.0|83|414250000|3117256994|4724400|3519900|10885423686|306089700|2706087382|10484774|1130808695|18578645531|8218300|5240667569|10637300|9554500|2287600|52983100|43418800|0|53587300|5421354469
28-FEB-2023|SICO|EQUITY|910038442.0|128|0|576495300|0|0|328291622|0|120|0|0|904787042|0|0|0|26900|746720|0|500|1974200|2502900|5251220
28-FEB-2023|SIDO|EQUITY|30000000000.0|880|1118329514|45029480|276495461|0|1898975787|562087420|274918|45179262|309332|3946681174|29250700|491978539|467212992|265892057|952951|1045478124|140513821|318500|5474296410|7915894094
28-FEB-2023|SILO|EQUITY|13006125000.0|1310|2126236|7053435400|2150600|0|165688564|11504005|15248|0|0|7234920053|4160700|3434978980|76771735|550504179|18105600|44282616|180960436|828000|30978581|4341570827
28-FEB-2023|SIMA|EQUITY|442589871.0|50|4863235|504000|508067|10408|214691464|123742247|44457477|100000|53344500|442221398|0|0|0|251|1604|0|496|0|50373|52724
28-FEB-2023|SIMM|EQUITY|1743240000.0|0|0|0|0|0|206551000|0|5000|0|0|206556000|0|0|0|2000|93309500|0|132500|0|0|93444000
28-FEB-2023|SIMP|EQUITY|15816310000.0|426|250043400|377811350|16738000|0|1923084180|7230250|336064001|562500|0|2911533681|0|34554711|13571832|52694827|6809000|42801282|45900408|8576300|46316088|251224448
28-FEB-2023|SING|EQUITY|1579717070.0|0|0|0|0|0|123000|0|0|0|0|123000|0|0|0|0|0|0|50000|0|0|50000
28-FEB-2023|SINI|EQUITY|481000000.0|2600|0|222804800|0|0|122609300|0|0|0|0|345414100|0|134680000|0|100|905800|0|0|0|0|135585900
28-FEB-2023|SIPD|EQUITY|1339102579.0|1400|65|1248965680|0|1366|54839358|0|1266634|0|1918902|1306992005|0|24940400|0|4019203|172809|0|34476|0|78175|29245063
28-FEB-2023|SKBM|EQUITY|1730103217.0|370|0|7070|0|106824963|85703978|0|1275376|0|50|193811437|0|1509900|0|11401427|7000|0|28425117|0|676420558|717764002
28-FEB-2023|SKLT|EQUITY|690740500.0|1890|0|86615500|0|200|9664700|0|500|0|29800|96310700|0|0|0|7428900|800|0|202000|0|399886250|407517950
28-FEB-2023|SKRN|EQUITY|7500000000.0|585|0|937503500|0|0|559052700|0|0|0|0|1496556200|0|33000|0|3260800|150000|0|0|0|0|3443800
28-FEB-2023|SKYB|EQUITY|585000000.0|51|0|38435800|0|0|142936600|144065900|0|0|250000|325688300|0|116902400|0|52646100|343200|0|0|0|89420000|259311700
28-FEB-2023|SLIS|EQUITY|2000000000.0|179|0|1125233200|138500|0|858728800|0|11200|0|1000|1984112700|0|13139400|0|179300|1864700|0|503900|0|200000|15887300
28-FEB-2023|SMAR|EQUITY|2872193366.0|5150|4835785|89205|1304100|148905|6549230|0|30101|0|138286400|151243726|0|2900|0|58114165|185330|4080700|418630|0|2776899|65578624
28-FEB-2023|SMBR|EQUITY|9932534336.0|394|1256797900|11982100|8253600|0|747513636|370496100|8673363|57000|213787|2403987486|0|974500|391600|7939565|3221900|2862900|12806100|0|350185|28546750
28-FEB-2023|SMCB|EQUITY|9019381973.0|1375|30000|7533698250|5011300|4311825|57308683|30588900|533918|2121500|57500|7633661876|0|1358084054|0|4542019|647222|0|2341526|0|34012|1365648833
28-FEB-2023|SMDM|EQUITY|4772138237.0|210|500|2203975|0|0|153680985|0|13242|0|0|155898702|0|4246921595|0|57000|810400|364786393|665072|1892300|944900|4616077660
28-FEB-2023|SMDR|EQUITY|16375600000.0|418|19764500|726616900|556036400|0|2043886500|7088287|5669718|0|300000|3359362305|0|12465750|159407410|78210075|5723500|133226105|77881590|70021290|158605575|695541295
28-FEB-2023|SMGR|EQUITY|6751540089.0|7225|634969727|7515332|53660313|1225390|213068763|229776552|911619|8348569|101500|1149577765|26677258|78119568|379037885|129368387|813113|605817715|77000826|1426336|845171481|2143432569
28-FEB-2023|SMKL|EQUITY|3418085290.0|292|0|145275900|0|0|334983350|0|40|0|0|480259290|0|6600|0|1624100|120654500|0|0|0|65540800|187826000
28-FEB-2023|SMKM|EQUITY|1253000000.0|860|0|1923700|0|0|198125200|0|0|0|0|200048900|0|0|0|2807600|5320700|0|41012800|0|810000|49951100
28-FEB-2023|SMMA|EQUITY|6367664717.0|12650|35628966|4066903638|0|200200|1084632220|11726000|200214|14892441|583184|5214766863|0|140880235|0|448239867|4618190|839600|10314460|0|41420195|646312547
28-FEB-2023|SMMT|EQUITY|3150000000.0|630|0|1425422795|0|0|314796911|0|67215257|0|0|1807434963|0|21393600|7416500|35097682|823200|0|1262552950|0|11641105|1338925037
28-FEB-2023|SMRA|EQUITY|16508568358.0|605|1846296401|3643773459|175681120|847352|2539113311|1026003472|28871029|48491080|8426022|9317503246|11403373|372385116|176415690|151887401|5578791|676795272|303862922|559219|1575474787|3274362571
28-FEB-2023|SMRU|EQUITY|12499385782.0|50|1043017300|6592893419|6940000|0|365830069|4055041200|59055300|100000|118333394|12241210682|0|254881000|0|0|3208300|0|85800|0|0|258175100
28-FEB-2023|SMSM|EQUITY|5758675440.0|1550|16569540|275814812|8298600|625800|949947032|11075100|83866|0|0|1262414750|12836800|264722480|17093500|23832641|59000|1175249711|17526743|1832381|45573078|1558726334
28-FEB-2023|SNLK|EQUITY|450000000.0|985|0|29351800|0|0|187068000|0|0|0|0|216419800|0|165172200|0|6108000|62300000|0|0|0|0|233580200
28-FEB-2023|SOCI|EQUITY|7059000000.0|179|3300000|3508160700|2250000|0|972170300|0|31165503|200000|0|4517246503|0|2701347|652900|4190853|1825500|1577600|5960000|1899100|22946197|41753497
28-FEB-2023|SOFA|EQUITY|1653574499.0|25|0|100|0|0|1652824999|0|0|0|0|1652825099|0|0|0|100|547900|0|201400|0|0|749400
28-FEB-2023|SOHO|EQUITY|1269168239.0|5425|0|200|2100|0|115537317|0|0|0|0|115539617|0|8000|0|41700|1800|0|800|0|1153576322|1153628622
28-FEB-2023|SONA|EQUITY|331200000.0|3400|0|114835540|0|0|24702940|0|400|0|699900|140238780|0|149040000|0|200|7000|26600|0|0|132900|149206700
28-FEB-2023|SOSS|EQUITY|663694416.0|408|681800|602047000|0|0|18591916|42230900|142700|0|0|663694316|0|0|0|100|0|0|0|0|0|100
28-FEB-2023|SOTS|EQUITY|1000000075.0|288|0|244890000|0|0|153731775|0|0|0|1266600|399888375|0|0|0|111700|0|0|0|0|0|111700
